Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Lithuania,Clothes,Offline,C,6/26/2016,156158483,8/5/2016,9620,109.28,35.84,1051273.6,344780.8,706492.8
Europe,Serbia,Snacks,Offline,C,11/18/2013,703966844,11/30/2013,8288,152.58,97.44,1264583.04,807582.72,457000.32
Europe,Slovenia,Household,Offline,L,2/11/2017,736240041,2/20/2017,8644,668.27,502.54,5776525.88,4343955.76,1432570.12
Europe,Montenegro,Cosmetics,Online,C,5/22/2015,357434880,6/29/2015,1779,437.2,263.33,777778.8,468464.07,309314.73
Europe,Russia,Clothes,Offline,H,8/15/2015,358624064,10/3/2015,3685,109.28,35.84,402696.8,132070.4,270626.4
Europe,Spain,Vegetables,Online,M,11/12/2011,103762280,12/14/2011,4419,154.06,90.93,680791.14,401819.67,278971.47
Europe,Slovenia,Baby Food,Offline,M,3/12/2013,144743001,4/21/2013,1525,255.28,159.42,389302,243115.5,146186.5
Europe,Iceland,Beverages,Online,L,2/11/2017,439204919,2/19/2017,9350,47.45,31.79,443657.5,297236.5,146421
Europe,Malta,Fruits,Offline,C,2/3/2010,114954173,2/11/2010,6349,9.33,6.92,59236.17,43935.08,15301.09
Europe,Norway,Beverages,Offline,L,12/22/2012,238170993,2/7/2013,8944,47.45,31.79,424392.8,284329.76,140063.04
Europe,Italy,Clothes,Online,M,4/2/2012,134790503,4/26/2012,6360,109.28,35.84,695020.8,227942.4,467078.4
Europe,Montenegro,Vegetables,Online,H,3/30/2013,409112679,5/18/2013,4388,154.06,90.93,676015.28,399000.84,277014.44
Europe,Italy,Meat,Offline,H,7/19/2013,727175891,9/7/2013,6360,421.89,364.69,2683220.4,2319428.4,363792
Europe,Sweden,Cosmetics,Online,L,10/26/2012,638593900,12/12/2012,2981,437.2,263.33,1303293.2,784986.73,518306.47
Europe,Albania,Beverages,Offline,H,4/28/2013,833473765,5/25/2013,2264,47.45,31.79,107426.8,71972.56,35454.24
Europe,Denmark,Cosmetics,Offline,M,7/8/2014,606224572,7/15/2014,4177,437.2,263.33,1826184.4,1099929.41,726254.99
Europe,Cyprus,Clothes,Online,H,1/6/2012,325314033,1/30/2012,6506,109.28,35.84,710975.68,233175.04,477800.64
Europe,Kosovo,Meat,Offline,M,11/19/2012,159805858,12/17/2012,8959,421.89,364.69,3779712.51,3267257.71,512454.8
Europe,Switzerland,Snacks,Online,H,4/6/2012,722248780,4/8/2012,8319,152.58,97.44,1269313.02,810603.36,458709.66
Europe,Spain,Vegetables,Online,H,6/1/2015,399115979,6/24/2015,6142,154.06,90.93,946236.52,558492.06,387744.46
Europe,Kosovo,Household,Offline,M,11/25/2015,792792594,1/2/2016,3801,668.27,502.54,2540094.27,1910154.54,629939.73
Europe,Portugal,Cosmetics,Offline,C,5/24/2013,626453149,6/10/2013,263,437.2,263.33,114983.6,69255.79,45727.81
Europe,Armenia,Snacks,Offline,L,7/31/2013,737095344,9/13/2013,1747,152.58,97.44,266557.26,170227.68,96329.58
Europe,San Marino,Fruits,Offline,L,9/18/2016,708320605,10/5/2016,6662,9.33,6.92,62156.46,46101.04,16055.42
Europe,Lithuania,Office Supplies,Offline,M,3/5/2013,433079183,4/19/2013,6609,651.21,524.96,4303846.89,3469460.64,834386.25
Europe,Georgia,Personal Care,Offline,L,5/22/2012,604494225,6/25/2012,2129,81.73,56.67,174003.17,120650.43,53352.74
Europe,Macedonia,Fruits,Online,M,12/30/2010,707718932,1/6/2011,8614,9.33,6.92,80368.62,59608.88,20759.74
Europe,Sweden,Household,Offline,C,6/24/2011,656689155,8/9/2011,7769,668.27,502.54,5191789.63,3904233.26,1287556.37
Europe,Macedonia,Beverages,Offline,M,2/25/2016,935907542,3/21/2016,4695,47.45,31.79,222777.75,149254.05,73523.7
Europe,Ireland,Household,Offline,C,3/14/2015,421660268,4/11/2015,7498,668.27,502.54,5010688.46,3768044.92,1242643.54
Europe,San Marino,Cosmetics,Offline,C,8/22/2014,447183310,9/19/2014,334,437.2,263.33,146024.8,87952.22,58072.58
Europe,Estonia,Vegetables,Offline,L,12/7/2011,127694451,12/27/2011,6481,154.06,90.93,998462.86,589317.33,409145.53
Europe,Vatican City,Meat,Offline,M,6/13/2012,697617518,7/7/2012,9381,421.89,364.69,3957750.09,3421156.89,536593.2
Europe,United Kingdom,Personal Care,Offline,L,1/22/2015,311688840,2/14/2015,4509,81.73,56.67,368520.57,255525.03,112995.54
Europe,Cyprus,Cosmetics,Offline,M,11/6/2015,385080945,11/7/2015,2864,437.2,263.33,1252140.8,754177.12,497963.68
Europe,Spain,Household,Offline,M,4/23/2012,309148681,5/5/2012,2819,668.27,502.54,1883853.13,1416660.26,467192.87
Europe,Serbia,Baby Food,Offline,L,2/21/2014,630219399,3/14/2014,4780,255.28,159.42,1220238.4,762027.6,458210.8
Europe,Denmark,Snacks,Online,H,4/13/2012,585677134,5/4/2012,3734,152.58,97.44,569733.72,363840.96,205892.76
Europe,Italy,Household,Online,C,12/23/2016,692704999,1/24/2017,5657,668.27,502.54,3780403.39,2842868.78,937534.61
Europe,Iceland,Cosmetics,Online,M,2/9/2011,942454278,3/29/2011,2019,437.2,263.33,882706.8,531663.27,351043.53
Europe,Kosovo,Office Supplies,Offline,H,5/19/2015,150293242,6/21/2015,3965,651.21,524.96,2582047.65,2081466.4,500581.25
Europe,Germany,Office Supplies,Offline,H,12/19/2013,236042392,1/26/2014,9044,651.21,524.96,5889543.24,4747738.24,1141805
Europe,Italy,Baby Food,Offline,L,6/15/2012,314782178,7/12/2012,9896,255.28,159.42,2526250.88,1577620.32,948630.56
Europe,Belgium,Cosmetics,Offline,M,7/27/2016,193472945,9/13/2016,1799,437.2,263.33,786522.8,473730.67,312792.13
Europe,Monaco,Cosmetics,Offline,H,9/27/2010,434013879,11/5/2010,3206,437.2,263.33,1401663.2,844235.98,557427.22
Europe,Greece,Cereal,Online,L,8/26/2015,431240689,10/13/2015,2558,205.7,117.11,526180.6,299567.38,226613.22
Europe,Switzerland,Meat,Offline,L,4/26/2012,643259227,4/26/2012,3555,421.89,364.69,1499818.95,1296472.95,203346
Europe,Czech Republic,Cosmetics,Online,H,6/6/2017,151312482,7/12/2017,5581,437.2,263.33,2440013.2,1469644.73,970368.47
Europe,Austria,Fruits,Online,M,7/31/2012,750047194,9/18/2012,4487,9.33,6.92,41863.71,31050.04,10813.67
Europe,Switzerland,Fruits,Offline,L,11/29/2015,721318805,12/9/2015,3118,9.33,6.92,29090.94,21576.56,7514.38
Europe,Vatican City,Beverages,Offline,H,2/13/2012,599997556,2/14/2012,1465,47.45,31.79,69514.25,46572.35,22941.9
Europe,Estonia,Beverages,Online,M,11/28/2016,826677262,1/9/2017,1027,47.45,31.79,48731.15,32648.33,16082.82
Europe,Poland,Beverages,Offline,H,7/5/2011,735445678,7/22/2011,3574,47.45,31.79,169586.3,113617.46,55968.84
Europe,San Marino,Vegetables,Offline,L,10/14/2012,354270303,11/27/2012,5310,154.06,90.93,818058.6,482838.3,335220.3
Europe,Spain,Cereal,Offline,H,12/4/2010,806662404,12/7/2010,8186,205.7,117.11,1683860.2,958662.46,725197.74
Europe,Netherlands,Personal Care,Offline,C,11/13/2013,933699119,11/24/2013,1173,81.73,56.67,95869.29,66473.91,29395.38
Europe,Switzerland,Baby Food,Offline,C,6/27/2015,726223170,7/31/2015,4429,255.28,159.42,1130635.12,706071.18,424563.94
Europe,Czech Republic,Meat,Online,M,1/9/2015,692555224,2/1/2015,1336,421.89,364.69,563645.04,487225.84,76419.2
Europe,Estonia,Vegetables,Online,L,2/28/2011,134121024,4/8/2011,8246,154.06,90.93,1270378.76,749808.78,520569.98
Europe,Estonia,Clothes,Offline,C,12/18/2016,660312926,1/5/2017,123,109.28,35.84,13441.44,4408.32,9033.12
Europe,Ukraine,Cosmetics,Online,C,7/8/2014,140461766,7/20/2014,4613,437.2,263.33,2016803.6,1214741.29,802062.31
Europe,Ukraine,Cereal,Offline,C,2/13/2011,741964948,2/26/2011,2771,205.7,117.11,569994.7,324511.81,245482.89
Europe,San Marino,Snacks,Offline,C,7/22/2017,476453721,8/10/2017,2099,152.58,97.44,320265.42,204526.56,115738.86
Europe,Belgium,Fruits,Online,M,4/28/2011,111496055,6/4/2011,3015,9.33,6.92,28129.95,20863.8,7266.15
Europe,Slovakia,Vegetables,Online,L,12/25/2015,628515231,2/1/2016,479,154.06,90.93,73794.74,43555.47,30239.27
Europe,Slovakia,Office Supplies,Offline,M,3/2/2010,601894414,3/19/2010,2787,651.21,524.96,1814922.27,1463063.52,351858.75
Europe,Bosnia and Herzegovina,Snacks,Offline,L,7/14/2011,954040992,8/27/2011,785,152.58,97.44,119775.3,76490.4,43284.9
Europe,Czech Republic,Office Supplies,Online,M,5/9/2014,865824210,5/14/2014,5479,651.21,524.96,3567979.59,2876255.84,691723.75
Europe,Belgium,Clothes,Offline,M,9/20/2016,761887109,10/14/2016,8181,109.28,35.84,894019.68,293207.04,600812.64
Europe,Romania,Office Supplies,Online,L,9/27/2015,160578763,10/30/2015,7679,651.21,524.96,5000641.59,4031167.84,969473.75
Europe,Serbia,Vegetables,Offline,M,3/8/2011,992992675,3/9/2011,7454,154.06,90.93,1148363.24,677792.22,470571.02
Europe,Slovakia,Clothes,Online,M,5/9/2015,231369769,5/16/2015,6311,109.28,35.84,689666.08,226186.24,463479.84
Europe,Lithuania,Cosmetics,Online,M,3/28/2016,852392995,4/19/2016,884,437.2,263.33,386484.8,232783.72,153701.08
Europe,Macedonia,Snacks,Offline,M,9/6/2012,597105491,10/20/2012,5639,152.58,97.44,860398.62,549464.16,310934.46
Europe,Andorra,Fruits,Offline,L,3/4/2016,716054379,3/26/2016,5258,9.33,6.92,49057.14,36385.36,12671.78
Europe,Austria,Office Supplies,Offline,C,3/21/2015,511712110,5/7/2015,5839,651.21,524.96,3802415.19,3065241.44,737173.75
Europe,Finland,Baby Food,Offline,C,9/7/2014,481308305,10/16/2014,8678,255.28,159.42,2215319.84,1383446.76,831873.08
Europe,Andorra,Household,Online,C,5/22/2014,266638886,6/19/2014,3227,668.27,502.54,2156507.29,1621696.58,534810.71
Europe,Moldova ,Meat,Online,H,9/17/2012,638314521,10/15/2012,306,421.89,364.69,129098.34,111595.14,17503.2
Europe,Switzerland,Cosmetics,Online,M,4/15/2015,811977040,5/28/2015,905,437.2,263.33,395666,238313.65,157352.35
Europe,Netherlands,Meat,Online,M,10/9/2010,344160735,11/20/2010,3664,421.89,364.69,1545804.96,1336224.16,209580.8
Europe,Russia,Household,Online,H,4/3/2017,549058330,5/11/2017,7416,668.27,502.54,4955890.32,3726836.64,1229053.68
Europe,Greece,Meat,Online,H,11/12/2013,969199979,12/7/2013,6666,421.89,364.69,2812318.74,2431023.54,381295.2
Europe,Spain,Baby Food,Offline,L,5/22/2011,956594026,6/17/2011,6285,255.28,159.42,1604434.8,1001954.7,602480.1
Europe,Ukraine,Beverages,Online,H,3/24/2015,712595832,3/28/2015,1797,47.45,31.79,85267.65,57126.63,28141.02
Europe,Italy,Baby Food,Offline,C,6/26/2010,748357188,7/20/2010,4377,255.28,159.42,1117360.56,697781.34,419579.22
Europe,Estonia,Fruits,Offline,L,2/25/2013,898211562,3/12/2013,9616,9.33,6.92,89717.28,66542.72,23174.56
Europe,Ireland,Office Supplies,Offline,C,6/15/2014,729373586,7/5/2014,6707,651.21,524.96,4367665.47,3520906.72,846758.75
Europe,Norway,Fruits,Offline,M,12/20/2011,991761863,12/24/2011,3229,9.33,6.92,30126.57,22344.68,7781.89
Europe,Latvia,Personal Care,Offline,C,10/29/2011,160751283,11/13/2011,8732,81.73,56.67,713666.36,494842.44,218823.92
Europe,Macedonia,Household,Online,H,2/22/2017,241392648,3/16/2017,2304,668.27,502.54,1539694.08,1157852.16,381841.92
Europe,Malta,Meat,Online,H,3/24/2015,901789844,5/5/2015,8509,421.89,364.69,3589862.01,3103147.21,486714.8
Europe,Portugal,Office Supplies,Online,M,11/21/2016,410229337,12/22/2016,4832,651.21,524.96,3146646.72,2536606.72,610040
Europe,Switzerland,Beverages,Online,L,4/4/2017,837906920,5/16/2017,4133,47.45,31.79,196110.85,131388.07,64722.78
Europe,Slovakia,Household,Online,C,1/30/2016,704361665,3/1/2016,5124,668.27,502.54,3424215.48,2575014.96,849200.52
Europe,Austria,Snacks,Offline,M,7/11/2013,400267398,7/20/2013,6873,152.58,97.44,1048682.34,669705.12,378977.22
Europe,France,Meat,Online,C,5/19/2014,531281936,6/3/2014,6986,421.89,364.69,2947323.54,2547724.34,399599.2
Europe,Greece,Cosmetics,Online,C,6/20/2017,900808799,6/28/2017,8196,437.2,263.33,3583291.2,2158252.68,1425038.52
Europe,Czech Republic,Meat,Online,H,1/22/2015,756395232,3/13/2015,3013,421.89,364.69,1271154.57,1098810.97,172343.6
Europe,Ireland,Clothes,Online,C,10/2/2012,261187350,10/3/2012,9996,109.28,35.84,1092362.88,358256.64,734106.24
Europe,Slovenia,Clothes,Offline,L,5/16/2014,188866841,5/20/2014,8750,109.28,35.84,956200,313600,642600
Europe,Cyprus,Household,Online,C,6/18/2012,709071195,8/2/2012,8778,668.27,502.54,5866074.06,4411296.12,1454777.94
Europe,Belarus,Cereal,Online,L,12/15/2012,674060428,12/17/2012,8315,205.7,117.11,1710395.5,973769.65,736625.85
Europe,San Marino,Cosmetics,Offline,C,10/27/2016,284595954,10/29/2016,7122,437.2,263.33,3113738.4,1875436.26,1238302.14
Europe,Iceland,Baby Food,Offline,C,5/6/2016,580314862,5/12/2016,6918,255.28,159.42,1766027.04,1102867.56,663159.48
Europe,Luxembourg,Snacks,Online,L,2/21/2013,437604176,4/7/2013,5655,152.58,97.44,862839.9,551023.2,311816.7
Europe,Italy,Beverages,Offline,H,12/5/2014,994978797,1/2/2015,5192,47.45,31.79,246360.4,165053.68,81306.72
Europe,Greece,Beverages,Offline,H,4/30/2017,317006051,6/5/2017,7990,47.45,31.79,379125.5,254002.1,125123.4
Europe,Montenegro,Personal Care,Online,H,4/19/2012,933642041,5/19/2012,4282,81.73,56.67,349967.86,242660.94,107306.92
Europe,Italy,Office Supplies,Offline,M,6/9/2016,764592492,7/19/2016,8764,651.21,524.96,5707204.44,4600749.44,1106455
Europe,Hungary,Clothes,Offline,C,6/25/2013,931559789,7/5/2013,8098,109.28,35.84,884949.44,290232.32,594717.12
Europe,Germany,Beverages,Offline,L,11/26/2015,682314765,12/20/2015,956,47.45,31.79,45362.2,30391.24,14970.96
Europe,Spain,Snacks,Online,C,11/11/2016,485165965,12/14/2016,245,152.58,97.44,37382.1,23872.8,13509.3
Europe,Netherlands,Beverages,Online,C,3/4/2010,601422345,3/20/2010,3092,47.45,31.79,146715.4,98294.68,48420.72
Europe,Albania,Household,Offline,M,3/31/2012,999879729,5/6/2012,5486,668.27,502.54,3666129.22,2756934.44,909194.78
Europe,Latvia,Cosmetics,Offline,H,3/5/2012,246603858,4/15/2012,4417,437.2,263.33,1931112.4,1163128.61,767983.79
Europe,Slovakia,Beverages,Online,L,10/23/2013,291531503,10/26/2013,9505,47.45,31.79,451012.25,302163.95,148848.3
Europe,Kosovo,Cereal,Offline,H,7/18/2017,483655774,8/5/2017,3346,205.7,117.11,688272.2,391850.06,296422.14
Europe,Armenia,Personal Care,Online,C,12/10/2010,840747058,12/26/2010,4593,81.73,56.67,375385.89,260285.31,115100.58
Europe,Bosnia and Herzegovina,Cosmetics,Offline,H,2/12/2012,205354487,2/20/2012,7811,437.2,263.33,3414969.2,2056870.63,1358098.57
Europe,Finland,Cereal,Online,H,7/16/2011,280192410,8/28/2011,4016,205.7,117.11,826091.2,470313.76,355777.44
Europe,Germany,Vegetables,Offline,C,3/14/2011,465753209,3/14/2011,5579,154.06,90.93,859500.74,507298.47,352202.27
Europe,Sweden,Personal Care,Online,C,4/26/2011,587846076,5/24/2011,5572,81.73,56.67,455399.56,315765.24,139634.32
Europe,Armenia,Cereal,Offline,H,9/10/2011,580342328,10/14/2011,5046,205.7,117.11,1037962.2,590937.06,447025.14
Europe,Switzerland,Meat,Online,C,4/21/2012,877084767,6/9/2012,7728,421.89,364.69,3260365.92,2818324.32,442041.6
Europe,Norway,Clothes,Online,C,4/29/2012,709105527,5/1/2012,8938,109.28,35.84,976744.64,320337.92,656406.72
Europe,San Marino,Meat,Online,H,5/23/2016,614321839,7/5/2016,339,421.89,364.69,143020.71,123629.91,19390.8
Europe,Ukraine,Cosmetics,Online,L,1/18/2011,329529607,1/23/2011,3988,437.2,263.33,1743553.6,1050160.04,693393.56
Europe,Ireland,Fruits,Online,L,5/30/2010,223869454,6/27/2010,6801,9.33,6.92,63453.33,47062.92,16390.41
Europe,Czech Republic,Office Supplies,Offline,H,5/11/2012,189108455,6/30/2012,249,651.21,524.96,162151.29,130715.04,31436.25
Europe,Sweden,Fruits,Offline,L,1/14/2015,452471768,2/10/2015,5306,9.33,6.92,49504.98,36717.52,12787.46
Europe,Germany,Cereal,Offline,M,4/30/2016,174218118,6/13/2016,3867,205.7,117.11,795441.9,452864.37,342577.53
Europe,Germany,Meat,Online,H,5/28/2017,820437371,6/11/2017,4505,421.89,364.69,1900614.45,1642928.45,257686
Europe,Slovenia,Personal Care,Offline,L,2/6/2012,410291135,2/22/2012,3119,81.73,56.67,254915.87,176753.73,78162.14
Europe,Andorra,Baby Food,Offline,C,6/24/2017,174614226,8/13/2017,1085,255.28,159.42,276978.8,172970.7,104008.1
Europe,Vatican City,Snacks,Offline,L,6/2/2011,118859469,7/1/2011,2013,152.58,97.44,307143.54,196146.72,110996.82
Europe,Belarus,Cosmetics,Offline,H,7/30/2015,669550883,9/16/2015,3840,437.2,263.33,1678848,1011187.2,667660.8
Europe,United Kingdom,Personal Care,Online,M,6/17/2012,439114367,6/26/2012,2554,81.73,56.67,208738.42,144735.18,64003.24
Europe,Moldova ,Household,Online,M,1/31/2011,582563626,2/19/2011,2378,668.27,502.54,1589146.06,1195040.12,394105.94
Europe,Latvia,Snacks,Online,M,2/8/2013,943274819,3/8/2013,4836,152.58,97.44,737876.88,471219.84,266657.04
Europe,Hungary,Office Supplies,Online,H,12/5/2010,313821303,1/17/2011,5552,651.21,524.96,3615517.92,2914577.92,700940
Europe,Slovakia,Beverages,Online,M,9/2/2015,431753098,10/19/2015,4191,47.45,31.79,198862.95,133231.89,65631.06
Europe,Bosnia and Herzegovina,Household,Online,C,12/28/2011,969289243,2/2/2012,3082,668.27,502.54,2059608.14,1548828.28,510779.86
Europe,Norway,Snacks,Offline,M,7/17/2011,861982858,9/4/2011,8738,152.58,97.44,1333244.04,851430.72,481813.32
Europe,Italy,Meat,Online,M,2/21/2016,290317428,4/2/2016,233,421.89,364.69,98300.37,84972.77,13327.6
Europe,Slovenia,Clothes,Offline,C,6/2/2016,105030000,6/13/2016,9566,109.28,35.84,1045372.48,342845.44,702527.04
Europe,Belgium,Beverages,Online,H,8/31/2015,960213077,10/16/2015,7242,47.45,31.79,343632.9,230223.18,113409.72
Europe,Hungary,Cosmetics,Offline,L,5/27/2014,743619334,7/9/2014,2341,437.2,263.33,1023485.2,616455.53,407029.67
Europe,Ireland,Office Supplies,Offline,H,12/15/2016,263977277,1/10/2017,5597,651.21,524.96,3644822.37,2938201.12,706621.25
Europe,Montenegro,Office Supplies,Offline,H,4/23/2011,819152915,4/24/2011,4406,651.21,524.96,2869231.26,2312973.76,556257.5
Europe,France,Personal Care,Offline,C,8/13/2015,980598723,9/24/2015,9808,81.73,56.67,801607.84,555819.36,245788.48
Europe,Andorra,Clothes,Offline,L,5/18/2011,974147260,6/8/2011,677,109.28,35.84,73982.56,24263.68,49718.88
Europe,Finland,Office Supplies,Online,H,12/21/2011,719404351,1/10/2012,6589,651.21,524.96,4290822.69,3458961.44,831861.25
Europe,Georgia,Personal Care,Offline,L,7/24/2015,643770778,7/31/2015,4934,81.73,56.67,403255.82,279609.78,123646.04
Europe,Armenia,Meat,Offline,C,10/1/2016,645309722,11/6/2016,342,421.89,364.69,144286.38,124723.98,19562.4
Europe,Malta,Cereal,Offline,M,7/20/2013,469144809,8/24/2013,9229,205.7,117.11,1898405.3,1080808.19,817597.11
Europe,Norway,Cosmetics,Online,L,7/20/2011,821916663,8/26/2011,2260,437.2,263.33,988072,595125.8,392946.2
Europe,Austria,Household,Offline,M,8/27/2010,835265910,10/1/2010,2599,668.27,502.54,1736833.73,1306101.46,430732.27
Europe,Greece,Household,Online,L,9/26/2013,195259082,10/11/2013,356,668.27,502.54,237904.12,178904.24,58999.88
Europe,Cyprus,Clothes,Online,C,5/17/2012,593158566,6/25/2012,7656,109.28,35.84,836647.68,274391.04,562256.64
Europe,Serbia,Vegetables,Offline,C,3/22/2014,717833220,4/3/2014,1657,154.06,90.93,255277.42,150671.01,104606.41
Europe,Belgium,Vegetables,Online,H,5/26/2013,682066285,7/13/2013,7426,154.06,90.93,1144049.56,675246.18,468803.38
Europe,Greece,Cereal,Online,H,1/24/2013,412215459,1/31/2013,2569,205.7,117.11,528443.3,300855.59,227587.71
Europe,Bosnia and Herzegovina,Office Supplies,Offline,C,5/2/2010,152746713,5/8/2010,2,651.21,524.96,1302.42,1049.92,252.5
Europe,Italy,Cereal,Online,M,1/6/2013,715309798,2/10/2013,4920,205.7,117.11,1012044,576181.2,435862.8
Europe,Belarus,Fruits,Online,L,8/1/2010,466517961,9/7/2010,1886,9.33,6.92,17596.38,13051.12,4545.26
Europe,Latvia,Meat,Offline,C,7/24/2011,825065791,8/28/2011,4157,421.89,364.69,1753796.73,1516016.33,237780.4
Europe,Iceland,Office Supplies,Online,L,2/18/2015,384976232,4/3/2015,1877,651.21,524.96,1222321.17,985349.92,236971.25
Europe,Hungary,Office Supplies,Offline,C,9/18/2015,467924726,10/20/2015,8179,651.21,524.96,5326246.59,4293647.84,1032598.75
Europe,Greece,Cereal,Offline,L,10/23/2011,280477797,10/24/2011,8468,205.7,117.11,1741867.6,991687.48,750180.12
Europe,Bulgaria,Fruits,Online,L,3/12/2016,774698626,4/7/2016,9394,9.33,6.92,87646.02,65006.48,22639.54
Europe,Slovenia,Cereal,Online,M,2/21/2012,652501904,3/25/2012,8668,205.7,117.11,1783007.6,1015109.48,767898.12
Europe,Bulgaria,Household,Online,M,5/31/2017,688903129,7/2/2017,600,668.27,502.54,400962,301524,99438
Europe,Finland,Personal Care,Online,M,7/25/2014,195171105,9/4/2014,4322,81.73,56.67,353237.06,244927.74,108309.32
Europe,Vatican City,Household,Offline,C,2/13/2011,128766906,3/28/2011,3844,668.27,502.54,2568829.88,1931763.76,637066.12
Europe,San Marino,Vegetables,Offline,L,6/27/2016,361725556,7/18/2016,1485,154.06,90.93,228779.1,135031.05,93748.05
Europe,Armenia,Personal Care,Online,C,12/6/2016,789760196,1/2/2017,6447,81.73,56.67,526913.31,365351.49,161561.82
Europe,Slovakia,Cosmetics,Online,C,11/1/2013,327072703,11/16/2013,6936,437.2,263.33,3032419.2,1826456.88,1205962.32
Europe,Switzerland,Vegetables,Online,H,9/18/2013,130356919,10/1/2013,4364,154.06,90.93,672317.84,396818.52,275499.32
Europe,Portugal,Cereal,Offline,H,2/5/2013,636360585,3/8/2013,2093,205.7,117.11,430530.1,245111.23,185418.87
Europe,Belarus,Beverages,Online,M,7/24/2012,123938930,8/2/2012,5138,47.45,31.79,243798.1,163337.02,80461.08
Europe,Kosovo,Office Supplies,Offline,C,7/26/2014,770821654,8/19/2014,2112,651.21,524.96,1375355.52,1108715.52,266640
Europe,United Kingdom,Cosmetics,Online,M,12/14/2012,692952191,1/4/2013,8807,437.2,263.33,3850420.4,2319147.31,1531273.09
Europe,Ukraine,Beverages,Offline,L,9/7/2013,947507131,10/20/2013,7271,47.45,31.79,345008.95,231145.09,113863.86
Europe,Ireland,Personal Care,Offline,L,1/21/2016,396462953,2/26/2016,1053,81.73,56.67,86061.69,59673.51,26388.18
Europe,Russia,Beverages,Offline,M,8/30/2011,162791907,10/19/2011,2598,47.45,31.79,123275.1,82590.42,40684.68
Europe,Luxembourg,Cosmetics,Online,M,1/26/2017,835341870,2/24/2017,5077,437.2,263.33,2219664.4,1336926.41,882737.99
Europe,Norway,Household,Offline,C,4/29/2013,149274003,5/29/2013,2350,668.27,502.54,1570434.5,1180969,389465.5
Europe,Estonia,Cosmetics,Offline,C,1/4/2017,311956632,1/10/2017,3755,437.2,263.33,1641686,988804.15,652881.85
Europe,Ukraine,Baby Food,Offline,L,5/5/2014,920688903,6/12/2014,1161,255.28,159.42,296380.08,185086.62,111293.46
Europe,San Marino,Personal Care,Online,L,9/25/2010,434485948,11/3/2010,2902,81.73,56.67,237180.46,164456.34,72724.12
Europe,Estonia,Baby Food,Offline,H,5/22/2014,316466176,6/2/2014,8229,255.28,159.42,2100699.12,1311867.18,788831.94
Europe,Kosovo,Household,Online,M,7/18/2014,101025998,8/11/2014,4693,668.27,502.54,3136191.11,2358420.22,777770.89
Europe,Luxembourg,Personal Care,Offline,H,9/25/2015,547625386,9/29/2015,3376,81.73,56.67,275920.48,191317.92,84602.56
Europe,Montenegro,Fruits,Online,H,1/31/2016,394456660,2/9/2016,7346,9.33,6.92,68538.18,50834.32,17703.86
Europe,Kosovo,Baby Food,Online,M,1/1/2014,104548490,1/5/2014,7076,255.28,159.42,1806361.28,1128055.92,678305.36
Europe,Greece,Cereal,Online,M,1/10/2010,687374913,2/26/2010,8367,205.7,117.11,1721091.9,979859.37,741232.53
Europe,Greece,Vegetables,Online,M,10/4/2012,921693980,11/4/2012,8586,154.06,90.93,1322759.16,780724.98,542034.18
Europe,Montenegro,Household,Online,L,8/29/2012,829356467,9/16/2012,3864,668.27,502.54,2582195.28,1941814.56,640380.72
Europe,Czech Republic,Cereal,Offline,C,5/20/2015,322524106,5/20/2015,905,205.7,117.11,186158.5,105984.55,80173.95
Europe,Portugal,Cereal,Offline,M,9/14/2014,897638213,10/8/2014,9950,205.7,117.11,2046715,1165244.5,881470.5
Europe,Italy,Baby Food,Offline,L,3/23/2017,480652987,4/5/2017,4755,255.28,159.42,1213856.4,758042.1,455814.3
Europe,France,Office Supplies,Online,C,6/20/2010,340213811,7/26/2010,5682,651.21,524.96,3700175.22,2982822.72,717352.5
Europe,Iceland,Baby Food,Online,H,3/20/2013,826936471,3/30/2013,7733,255.28,159.42,1974080.24,1232794.86,741285.38
Europe,Norway,Cosmetics,Online,H,5/14/2015,477633464,6/7/2015,1211,437.2,263.33,529449.2,318892.63,210556.57
Europe,Latvia,Meat,Online,L,11/25/2014,849431836,11/28/2014,4611,421.89,364.69,1945334.79,1681585.59,263749.2
Europe,United Kingdom,Baby Food,Online,H,7/8/2012,844307315,7/29/2012,8152,255.28,159.42,2081042.56,1299591.84,781450.72
Europe,Finland,Snacks,Online,H,6/20/2017,414579665,7/10/2017,2191,152.58,97.44,334302.78,213491.04,120811.74
Europe,Switzerland,Cereal,Offline,M,10/18/2015,569864976,11/30/2015,4565,205.7,117.11,939020.5,534607.15,404413.35
Europe,United Kingdom,Clothes,Online,L,2/26/2017,783116900,3/14/2017,548,109.28,35.84,59885.44,19640.32,40245.12
Europe,Andorra,Cosmetics,Online,L,2/26/2016,727821767,3/16/2016,7489,437.2,263.33,3274190.8,1972078.37,1302112.43
Europe,Georgia,Meat,Offline,C,3/15/2012,631172120,4/20/2012,6711,421.89,364.69,2831303.79,2447434.59,383869.2
Europe,San Marino,Office Supplies,Offline,M,5/11/2016,859914767,6/18/2016,6744,651.21,524.96,4391760.24,3540330.24,851430
Europe,Andorra,Snacks,Online,L,2/4/2011,575479590,3/22/2011,6054,152.58,97.44,923719.32,589901.76,333817.56
Europe,Spain,Snacks,Offline,M,2/19/2017,352342545,3/27/2017,4844,152.58,97.44,739097.52,471999.36,267098.16
